ID,Fuel_Type,Monthly_Distance_Km,Body_Type,Sex,Diet,Social_Activity,Transport,Vehicle_Type,Air_Travel,Waste_Bag_Size,Waste_Bag_Weekly_Count,Energy_Efficiency,TV_PC_Usage,New_Clothes_Monthly,Transport_Emissions,Energy_Emissions,Diet_Emissions,Waste_Emissions,Total_Emissions
7004,Petrol,806,Normal,Female,Pescatarian,No,Public,Electric,Never,Extra Large,8,No,17,29,155.155,357,162,3.2,677.355
7005,Electric,2874,Underweight,Female,Pescatarian,Never,Public,None,Never,Medium,3,No,20,20,344.88,420,162,1.2,928.08
7006,Electric,2316,Obese,Female,Vegetarian,Never,Walk/Bicycle,Electric,Very Frequently,Large,1,No,23,1,277.92,483,108,0.4,869.32
7007,CNG,894,Underweight,Male,Omnivore,Often,Public,CNG,Rarely,Large,1,No,0,7,120.69,0,225,0.4,346.09
7008,Petrol,2847,Overweight,Female,Vegetarian,No,Private,Diesel,Never,Extra Large,3,No,15,13,548.0475,315,108,1.2,972.2475
7009,Diesel,1248,Normal,Female,Vegetarian,Often,Private,Petrol,Frequently,Extra Large,5,No,19,5,222.976,399,108,2,731.976
7010,Petrol,2832,Normal,Male,Omnivore,Never,Private,Petrol,Very Frequently,Small,5,No,23,11,545.16,483,225,2,1255.16
7011,Electric,829,Normal,Female,Omnivore,No,Walk/Bicycle,Petrol,Never,Extra Large,1,No,9,23,99.48,189,225,0.4,513.88
7012,Electric,2597,Underweight,Female,Vegan,Never,Public,Petrol,Never,Large,0,No,17,0,311.64,357,63,0,731.64
7013,Electric,2531,Underweight,Female,Vegan,Often,Walk/Bicycle,CNG,Never,Medium,1,No,0,17,303.72,0,63,0.4,367.12
7014,Petrol,1272,Underweight,Male,Pescatarian,Never,Private,CNG,Frequently,Large,7,Yes,5,22,244.86,105,162,2.8,514.66
7015,CNG,2145,Normal,Female,Omnivore,Often,Public,Diesel,Frequently,Medium,4,No,21,6,289.575,441,225,1.6,957.175
7016,Electric,2232,Underweight,Female,Pescatarian,Often,Walk/Bicycle,None,Frequently,Extra Large,2,Yes,0,27,267.84,0,162,0.8,430.64
7017,Electric,877,Normal,Female,Vegetarian,No,Public,Electric,Never,Small,8,No,2,26,105.24,42,108,3.2,258.44
7018,Petrol,2287,Underweight,Female,Vegetarian,Often,Public,Diesel,Frequently,Medium,6,No,12,24,440.2475,252,108,2.4,802.6475
7019,Diesel,2123,Normal,Male,Vegan,No,Walk/Bicycle,Petrol,Very Frequently,Large,7,Yes,11,11,379.3093333,231,63,2.8,676.1093333
7020,Diesel,1499,Overweight,Female,Pescatarian,No,Private,Electric,Frequently,Extra Large,5,No,23,11,267.8213333,483,162,2,914.8213333
7021,CNG,2348,Underweight,Male,Omnivore,No,Walk/Bicycle,Diesel,Very Frequently,Medium,6,No,13,5,316.98,273,225,2.4,817.38
7022,CNG,2061,Normal,Female,Omnivore,No,Walk/Bicycle,Petrol,Never,Small,2,Yes,23,27,278.235,483,225,0.8,987.035
7023,Electric,1273,Overweight,Female,Vegan,No,Private,Diesel,Rarely,Small,0,Yes,16,22,152.76,336,63,0,551.76
7024,Petrol,1583,Overweight,Female,Vegan,Often,Walk/Bicycle,Petrol,Very Frequently,Small,0,No,15,19,304.7275,315,63,0,682.7275
7025,Electric,2303,Obese,Male,Pescatarian,Often,Public,Petrol,Very Frequently,Extra Large,0,No,12,1,276.36,252,162,0,690.36
7026,CNG,1598,Underweight,Female,Vegan,No,Private,CNG,Very Frequently,Medium,6,Yes,3,24,215.73,63,63,2.4,344.13
7027,Petrol,2550,Normal,Female,Vegan,Often,Walk/Bicycle,Petrol,Never,Medium,1,No,14,10,490.875,294,63,0.4,848.275
7028,Petrol,2098,Obese,Male,Vegan,No,Public,Diesel,Very Frequently,Extra Large,5,Yes,8,15,403.865,168,63,2,636.865
7029,CNG,1247,Underweight,Female,Vegetarian,Often,Private,Electric,Never,Medium,0,Yes,16,0,168.345,336,108,0,612.345
7030,Diesel,1971,Overweight,Female,Pescatarian,No,Walk/Bicycle,CNG,Very Frequently,Extra Large,9,Yes,10,5,352.152,210,162,3.6,727.752
7031,Diesel,2264,Underweight,Female,Omnivore,Never,Private,Electric,Never,Small,7,No,19,9,404.5013333,399,225,2.8,1031.301333
7032,Petrol,2822,Normal,Female,Omnivore,Never,Public,None,Rarely,Medium,4,No,6,8,543.235,126,225,1.6,895.835
7033,Electric,2053,Overweight,Male,Pescatarian,No,Public,Electric,Never,Small,8,No,6,25,246.36,126,162,3.2,537.56
7034,Diesel,2115,Obese,Male,Vegan,Often,Private,None,Never,Extra Large,2,Yes,22,9,377.88,462,63,0.8,903.68
7035,Electric,2762,Underweight,Male,Vegan,No,Public,None,Rarely,Small,1,No,3,17,331.44,63,63,0.4,457.84
7036,Diesel,2008,Underweight,Female,Omnivore,Often,Public,CNG,Never,Large,7,No,7,17,358.7626667,147,225,2.8,733.5626667
7037,Diesel,828,Obese,Female,Vegetarian,No,Private,Electric,Never,Extra Large,4,No,18,27,147.936,378,108,1.6,635.536
7038,Electric,2802,Underweight,Female,Pescatarian,No,Private,Petrol,Very Frequently,Large,0,Yes,13,8,336.24,273,162,0,771.24
7039,CNG,1910,Underweight,Female,Vegan,Often,Walk/Bicycle,CNG,Never,Extra Large,5,Yes,21,12,257.85,441,63,2,763.85
7040,Diesel,625,Underweight,Male,Vegetarian,Often,Walk/Bicycle,CNG,Very Frequently,Small,2,No,22,25,111.6666667,462,108,0.8,682.4666667
7041,Diesel,1266,Overweight,Female,Vegetarian,No,Private,Petrol,Rarely,Small,7,Yes,3,9,226.192,63,108,2.8,399.992
7042,Electric,2073,Overweight,Male,Vegan,Never,Public,Electric,Never,Small,5,No,20,8,248.76,420,63,2,733.76
7043,CNG,1727,Normal,Female,Pescatarian,Never,Public,CNG,Rarely,Large,1,Yes,16,3,233.145,336,162,0.4,731.545
7044,Diesel,1695,Underweight,Female,Pescatarian,Never,Private,None,Rarely,Small,5,No,23,14,302.84,483,162,2,949.84
7045,Diesel,2258,Normal,Male,Omnivore,Never,Private,Petrol,Frequently,Large,2,Yes,17,23,403.4293333,357,225,0.8,986.2293333
7046,CNG,716,Overweight,Female,Omnivore,Never,Private,Diesel,Never,Large,6,No,20,7,96.66,420,225,2.4,744.06
7047,Diesel,1859,Underweight,Male,Pescatarian,Often,Public,CNG,Never,Medium,0,Yes,14,26,332.1413333,294,162,0,788.1413333
7048,CNG,1821,Normal,Male,Vegan,Never,Walk/Bicycle,None,Very Frequently,Medium,0,No,4,1,245.835,84,63,0,392.835
7049,CNG,1331,Underweight,Female,Pescatarian,Often,Walk/Bicycle,Electric,Very Frequently,Medium,9,No,14,3,179.685,294,162,3.6,639.285
7050,Electric,681,Underweight,Male,Omnivore,Never,Public,Electric,Frequently,Extra Large,3,Yes,3,5,81.72,63,225,1.2,370.92
7051,Petrol,833,Obese,Male,Omnivore,Often,Walk/Bicycle,Petrol,Frequently,Large,6,No,3,19,160.3525,63,225,2.4,450.7525
7052,CNG,1010,Normal,Female,Omnivore,Never,Private,None,Never,Small,3,No,11,6,136.35,231,225,1.2,593.55
7053,Electric,882,Overweight,Male,Pescatarian,Never,Private,Petrol,Never,Medium,8,Yes,17,12,105.84,357,162,3.2,628.04
7054,Petrol,2396,Normal,Male,Pescatarian,Often,Public,CNG,Frequently,Extra Large,7,No,18,25,461.23,378,162,2.8,1004.03
7055,Diesel,831,Normal,Female,Vegan,Often,Public,Petrol,Never,Large,4,No,17,27,148.472,357,63,1.6,570.072
7056,Petrol,1688,Normal,Male,Omnivore,No,Private,Diesel,Never,Extra Large,0,No,0,4,324.94,0,225,0,549.94
7057,CNG,1765,Obese,Female,Vegetarian,Never,Private,Petrol,Never,Small,2,No,3,3,238.275,63,108,0.8,410.075
7058,CNG,1399,Underweight,Male,Vegetarian,Never,Public,Petrol,Frequently,Medium,7,No,14,21,188.865,294,108,2.8,593.665
7059,CNG,1141,Overweight,Female,Vegan,Often,Public,CNG,Frequently,Large,6,No,5,5,154.035,105,63,2.4,324.435
7060,CNG,1750,Obese,Female,Vegan,Often,Private,None,Rarely,Extra Large,7,No,23,4,236.25,483,63,2.8,785.05
7061,CNG,1133,Overweight,Female,Omnivore,Never,Private,Diesel,Very Frequently,Medium,0,No,1,21,152.955,21,225,0,398.955
7062,Electric,2998,Obese,Female,Pescatarian,Never,Walk/Bicycle,Petrol,Rarely,Medium,1,No,1,4,359.76,21,162,0.4,543.16
7063,CNG,695,Underweight,Female,Pescatarian,Often,Walk/Bicycle,CNG,Never,Large,9,Yes,1,6,93.825,21,162,3.6,280.425
7064,Electric,2393,Overweight,Male,Vegetarian,Often,Private,CNG,Never,Medium,6,No,10,29,287.16,210,108,2.4,607.56
7065,Diesel,957,Normal,Female,Omnivore,Never,Public,CNG,Rarely,Extra Large,4,Yes,7,4,170.984,147,225,1.6,544.584
7066,CNG,1329,Obese,Female,Vegetarian,Often,Walk/Bicycle,None,Rarely,Large,4,No,16,3,179.415,336,108,1.6,625.015
7067,CNG,2804,Overweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Rarely,Large,9,Yes,20,26,378.54,420,108,3.6,910.14
7068,Petrol,2556,Underweight,Female,Omnivore,Never,Private,Electric,Never,Medium,8,Yes,11,8,492.03,231,225,3.2,951.23
7069,Diesel,1724,Overweight,Male,Vegan,No,Public,Diesel,Never,Small,0,Yes,3,4,308.0213333,63,63,0,434.0213333
7070,CNG,1386,Obese,Male,Vegetarian,Often,Public,Electric,Rarely,Small,4,No,0,21,187.11,0,108,1.6,296.71
7071,CNG,892,Underweight,Female,Vegan,No,Private,None,Frequently,Small,6,No,9,1,120.42,189,63,2.4,374.82
7072,Diesel,2175,Normal,Male,Pescatarian,Often,Public,Petrol,Very Frequently,Extra Large,4,No,6,16,388.6,126,162,1.6,678.2
7073,Electric,2946,Obese,Male,Vegetarian,No,Private,Electric,Very Frequently,Large,9,No,15,18,353.52,315,108,3.6,780.12
7074,CNG,2878,Obese,Male,Omnivore,Often,Public,Electric,Rarely,Medium,6,No,16,6,388.53,336,225,2.4,951.93
7075,Petrol,2681,Underweight,Female,Vegan,No,Private,Electric,Frequently,Small,0,No,5,16,516.0925,105,63,0,684.0925
7076,CNG,1415,Obese,Male,Pescatarian,No,Public,Diesel,Very Frequently,Medium,4,No,0,16,191.025,0,162,1.6,354.625
7077,Petrol,1434,Overweight,Female,Pescatarian,Often,Private,Petrol,Frequently,Small,5,No,10,15,276.045,210,162,2,650.045
7078,Petrol,854,Normal,Female,Vegetarian,No,Private,CNG,Very Frequently,Small,5,No,12,7,164.395,252,108,2,526.395
7079,CNG,2021,Overweight,Male,Pescatarian,Never,Public,Petrol,Very Frequently,Medium,3,No,12,18,272.835,252,162,1.2,688.035
7080,CNG,2837,Underweight,Female,Omnivore,Never,Private,Electric,Never,Extra Large,4,No,8,17,382.995,168,225,1.6,777.595
7081,Petrol,1128,Obese,Male,Vegetarian,Never,Walk/Bicycle,Petrol,Frequently,Medium,7,No,2,23,217.14,42,108,2.8,369.94
7082,Diesel,1670,Normal,Male,Pescatarian,No,Public,CNG,Very Frequently,Medium,5,No,1,12,298.3733333,21,162,2,483.3733333
7083,Diesel,826,Underweight,Female,Omnivore,Often,Private,Diesel,Frequently,Extra Large,0,No,22,27,147.5786667,462,225,0,834.5786667
7084,CNG,1938,Overweight,Female,Vegan,No,Public,Petrol,Rarely,Extra Large,4,Yes,0,25,261.63,0,63,1.6,326.23
7085,Electric,2757,Obese,Female,Vegan,Often,Public,Petrol,Rarely,Medium,6,Yes,6,13,330.84,126,63,2.4,522.24
7086,Diesel,1921,Obese,Male,Vegetarian,No,Private,Diesel,Frequently,Extra Large,7,Yes,19,17,343.2186667,399,108,2.8,853.0186667
7087,CNG,1626,Underweight,Male,Omnivore,Often,Walk/Bicycle,Diesel,Very Frequently,Small,3,No,9,12,219.51,189,225,1.2,634.71
7088,Diesel,2280,Overweight,Male,Pescatarian,No,Public,Electric,Rarely,Extra Large,1,Yes,1,9,407.36,21,162,0.4,590.76
7089,Electric,2031,Obese,Female,Vegetarian,No,Walk/Bicycle,Electric,Rarely,Medium,3,Yes,3,13,243.72,63,108,1.2,415.92
7090,CNG,2414,Overweight,Male,Vegetarian,Never,Walk/Bicycle,Diesel,Very Frequently,Extra Large,5,No,15,22,325.89,315,108,2,750.89
7091,Electric,1732,Normal,Male,Pescatarian,No,Private,CNG,Rarely,Large,5,No,7,22,207.84,147,162,2,518.84
7092,CNG,2456,Obese,Male,Omnivore,Never,Private,Electric,Rarely,Extra Large,5,No,11,9,331.56,231,225,2,789.56
7093,Electric,2975,Normal,Male,Pescatarian,Often,Public,CNG,Very Frequently,Small,0,Yes,4,5,357,84,162,0,603
7094,Diesel,892,Obese,Female,Vegan,Often,Private,Diesel,Frequently,Large,6,No,23,16,159.3706667,483,63,2.4,707.7706667
7095,Diesel,1325,Underweight,Male,Vegetarian,Never,Public,Petrol,Frequently,Small,6,No,22,16,236.7333333,462,108,2.4,809.1333333
7096,Electric,2412,Obese,Female,Vegan,No,Public,Diesel,Very Frequently,Small,4,Yes,19,26,289.44,399,63,1.6,753.04
7097,Electric,2895,Obese,Male,Vegetarian,Often,Walk/Bicycle,Diesel,Very Frequently,Large,3,Yes,2,29,347.4,42,108,1.2,498.6
7098,Electric,549,Overweight,Male,Pescatarian,No,Private,None,Frequently,Small,2,Yes,0,10,65.88,0,162,0.8,228.68
7099,CNG,1896,Overweight,Male,Omnivore,No,Private,Diesel,Very Frequently,Large,7,No,13,18,255.96,273,225,2.8,756.76
7100,Diesel,1550,Normal,Female,Pescatarian,No,Public,Electric,Frequently,Small,7,Yes,18,27,276.9333333,378,162,2.8,819.7333333
7101,CNG,1299,Normal,Female,Vegan,Often,Walk/Bicycle,Petrol,Frequently,Medium,2,No,23,12,175.365,483,63,0.8,722.165
7102,Diesel,2292,Normal,Female,Omnivore,Often,Private,CNG,Never,Small,4,No,15,11,409.504,315,225,1.6,951.104
7103,Petrol,1863,Obese,Male,Omnivore,No,Walk/Bicycle,None,Rarely,Large,7,No,8,11,358.6275,168,225,2.8,754.4275
7104,CNG,2848,Obese,Male,Vegetarian,Never,Walk/Bicycle,Electric,Very Frequently,Medium,9,Yes,4,26,384.48,84,108,3.6,580.08
7105,Diesel,2065,Normal,Female,Omnivore,Never,Public,Petrol,Never,Medium,9,No,3,28,368.9466667,63,225,3.6,660.5466667
7106,Diesel,2713,Underweight,Male,Vegetarian,Never,Private,CNG,Frequently,Extra Large,5,Yes,5,3,484.7226667,105,108,2,699.7226667
7107,CNG,2863,Underweight,Male,Omnivore,No,Private,Petrol,Very Frequently,Extra Large,1,Yes,11,24,386.505,231,225,0.4,842.905
7108,CNG,500,Obese,Female,Omnivore,Never,Private,Electric,Rarely,Extra Large,0,No,13,15,67.5,273,225,0,565.5
7109,Diesel,1519,Underweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Frequently,Medium,6,No,22,27,271.3946667,462,108,2.4,843.7946667
7110,CNG,1784,Underweight,Male,Omnivore,Never,Private,Diesel,Never,Extra Large,1,No,13,22,240.84,273,225,0.4,739.24
7111,Electric,562,Normal,Male,Pescatarian,Never,Public,Petrol,Frequently,Medium,9,No,5,0,67.44,105,162,3.6,338.04
7112,CNG,2369,Underweight,Female,Omnivore,No,Walk/Bicycle,Diesel,Very Frequently,Extra Large,9,No,4,19,319.815,84,225,3.6,632.415
7113,CNG,2769,Underweight,Male,Vegan,Often,Private,Electric,Rarely,Small,3,No,1,21,373.815,21,63,1.2,459.015
7114,CNG,651,Obese,Female,Vegetarian,Often,Walk/Bicycle,None,Frequently,Extra Large,5,No,2,13,87.885,42,108,2,239.885
7115,Diesel,1143,Obese,Male,Vegetarian,Never,Walk/Bicycle,Diesel,Very Frequently,Large,6,No,8,12,204.216,168,108,2.4,482.616
7116,Electric,1125,Obese,Female,Pescatarian,No,Walk/Bicycle,Petrol,Very Frequently,Extra Large,6,No,6,21,135,126,162,2.4,425.4
7117,Petrol,716,Underweight,Female,Vegan,No,Public,Petrol,Frequently,Medium,6,Yes,11,6,137.83,231,63,2.4,434.23
7118,Petrol,695,Normal,Female,Omnivore,Never,Private,Petrol,Rarely,Large,3,No,17,24,133.7875,357,225,1.2,716.9875
7119,Electric,1514,Overweight,Female,Pescatarian,Often,Private,Electric,Very Frequently,Large,9,No,12,5,181.68,252,162,3.6,599.28
7120,Electric,2021,Obese,Male,Omnivore,Often,Walk/Bicycle,CNG,Never,Medium,9,No,0,0,242.52,0,225,3.6,471.12
7121,Electric,2078,Obese,Female,Pescatarian,Often,Private,Petrol,Never,Large,5,No,0,18,249.36,0,162,2,413.36
7122,Diesel,1580,Obese,Male,Vegetarian,No,Walk/Bicycle,Petrol,Rarely,Large,2,No,0,0,282.2933333,0,108,0.8,391.0933333
7123,Petrol,2027,Normal,Male,Vegan,Never,Walk/Bicycle,Diesel,Rarely,Large,7,No,21,21,390.1975,441,63,2.8,896.9975
7124,Electric,1221,Overweight,Female,Vegetarian,No,Walk/Bicycle,None,Never,Extra Large,0,Yes,20,22,146.52,420,108,0,674.52
7125,Diesel,2107,Overweight,Male,Pescatarian,Often,Public,Petrol,Rarely,Large,7,No,6,14,376.4506667,126,162,2.8,667.2506667
7126,Petrol,2259,Obese,Male,Omnivore,No,Private,Electric,Never,Small,4,No,20,11,434.8575,420,225,1.6,1081.4575
7127,CNG,2062,Underweight,Male,Vegan,Often,Walk/Bicycle,CNG,Frequently,Small,7,No,8,14,278.37,168,63,2.8,512.17
7128,Diesel,1139,Obese,Male,Omnivore,Never,Private,CNG,Never,Extra Large,3,Yes,0,27,203.5013333,0,225,1.2,429.7013333
7129,Petrol,2653,Obese,Female,Vegetarian,Often,Public,CNG,Rarely,Extra Large,1,No,14,2,510.7025,294,108,0.4,913.1025
7130,Diesel,664,Underweight,Male,Omnivore,Never,Public,Electric,Frequently,Small,3,No,11,9,118.6346667,231,225,1.2,575.8346667
7131,Petrol,714,Underweight,Male,Pescatarian,No,Walk/Bicycle,CNG,Rarely,Large,7,Yes,3,24,137.445,63,162,2.8,365.245
7132,Petrol,1594,Obese,Male,Vegan,No,Public,CNG,Never,Small,9,No,9,0,306.845,189,63,3.6,562.445
7133,CNG,589,Normal,Male,Vegan,No,Public,Diesel,Frequently,Medium,0,No,22,0,79.515,462,63,0,604.515
7134,Diesel,2295,Normal,Male,Vegan,Often,Public,CNG,Very Frequently,Large,4,No,17,22,410.04,357,63,1.6,831.64
7135,Electric,1751,Underweight,Female,Pescatarian,Never,Public,Diesel,Never,Small,5,No,18,27,210.12,378,162,2,752.12
7136,CNG,1602,Obese,Male,Omnivore,No,Public,Diesel,Frequently,Small,3,Yes,19,20,216.27,399,225,1.2,841.47
7137,CNG,1107,Normal,Female,Vegan,No,Public,Diesel,Very Frequently,Large,3,No,4,15,149.445,84,63,1.2,297.645
7138,Petrol,848,Obese,Male,Vegetarian,Never,Private,Electric,Rarely,Large,3,Yes,1,4,163.24,21,108,1.2,293.44
7139,Electric,745,Obese,Female,Vegetarian,Often,Public,Petrol,Never,Large,2,No,6,4,89.4,126,108,0.8,324.2
7140,Diesel,771,Obese,Male,Vegetarian,No,Private,None,Frequently,Extra Large,9,Yes,5,10,137.752,105,108,3.6,354.352
7141,Electric,2530,Normal,Male,Vegetarian,Often,Walk/Bicycle,CNG,Very Frequently,Medium,4,No,15,10,303.6,315,108,1.6,728.2
7142,Electric,902,Overweight,Female,Vegetarian,Often,Public,None,Frequently,Extra Large,5,No,14,11,108.24,294,108,2,512.24
7143,Electric,1965,Obese,Female,Pescatarian,Often,Public,Petrol,Frequently,Small,2,No,8,20,235.8,168,162,0.8,566.6
7144,Electric,1695,Normal,Female,Omnivore,No,Private,Diesel,Never,Medium,2,No,6,17,203.4,126,225,0.8,555.2
7145,Electric,1579,Overweight,Male,Pescatarian,No,Public,Diesel,Rarely,Extra Large,8,No,9,13,189.48,189,162,3.2,543.68
7146,Petrol,2114,Underweight,Female,Vegetarian,Never,Private,Diesel,Very Frequently,Small,1,Yes,1,0,406.945,21,108,0.4,536.345
7147,Petrol,1626,Normal,Female,Vegetarian,Never,Private,Diesel,Rarely,Large,5,Yes,2,20,313.005,42,108,2,465.005
7148,CNG,783,Overweight,Female,Vegan,Often,Public,CNG,Very Frequently,Small,7,Yes,18,25,105.705,378,63,2.8,549.505
7149,Petrol,1016,Normal,Male,Vegan,No,Walk/Bicycle,Petrol,Frequently,Large,7,No,23,24,195.58,483,63,2.8,744.38
7150,CNG,1801,Overweight,Male,Omnivore,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,0,Yes,23,7,243.135,483,225,0,951.135
7151,CNG,1111,Overweight,Male,Omnivore,Never,Walk/Bicycle,Petrol,Very Frequently,Small,0,No,2,24,149.985,42,225,0,416.985
7152,Diesel,1249,Normal,Female,Omnivore,Often,Private,None,Rarely,Medium,7,Yes,7,2,223.1546667,147,225,2.8,597.9546667
7153,Electric,1792,Underweight,Male,Pescatarian,Often,Private,Diesel,Very Frequently,Small,0,Yes,4,17,215.04,84,162,0,461.04
7154,Petrol,2356,Obese,Male,Vegan,No,Public,Electric,Never,Large,2,No,19,20,453.53,399,63,0.8,916.33
7155,Diesel,899,Overweight,Male,Omnivore,Often,Private,Petrol,Rarely,Extra Large,8,Yes,11,22,160.6213333,231,225,3.2,619.8213333
7156,Petrol,2026,Obese,Male,Vegan,Often,Walk/Bicycle,None,Rarely,Medium,2,Yes,10,28,390.005,210,63,0.8,663.805
7157,CNG,2524,Underweight,Female,Vegan,No,Public,CNG,Never,Medium,1,No,3,19,340.74,63,63,0.4,467.14
7158,Petrol,2633,Obese,Male,Vegan,No,Walk/Bicycle,Diesel,Never,Extra Large,0,No,3,1,506.8525,63,63,0,632.8525
7159,Electric,819,Obese,Female,Vegan,Never,Public,None,Rarely,Extra Large,0,No,0,8,98.28,0,63,0,161.28
7160,CNG,1555,Normal,Female,Vegan,No,Walk/Bicycle,Electric,Rarely,Small,9,Yes,6,21,209.925,126,63,3.6,402.525
7161,CNG,835,Normal,Female,Vegan,Often,Public,Electric,Rarely,Small,2,Yes,19,18,112.725,399,63,0.8,575.525
7162,Diesel,2598,Underweight,Female,Pescatarian,Never,Walk/Bicycle,CNG,Frequently,Medium,5,No,1,11,464.176,21,162,2,649.176
7163,Electric,673,Normal,Female,Vegetarian,Never,Private,Petrol,Very Frequently,Small,6,Yes,0,10,80.76,0,108,2.4,191.16
7164,CNG,2141,Overweight,Female,Vegan,Never,Walk/Bicycle,Petrol,Never,Large,5,No,18,0,289.035,378,63,2,732.035
7165,Electric,1000,Underweight,Male,Pescatarian,Never,Public,None,Frequently,Large,5,No,16,15,120,336,162,2,620
7166,Petrol,2623,Normal,Female,Omnivore,Often,Walk/Bicycle,None,Frequently,Small,8,No,10,0,504.9275,210,225,3.2,943.1275
7167,Electric,2863,Normal,Male,Pescatarian,Often,Private,Petrol,Frequently,Medium,3,Yes,4,29,343.56,84,162,1.2,590.76
7168,CNG,2356,Underweight,Female,Pescatarian,Often,Public,Petrol,Very Frequently,Small,4,No,5,23,318.06,105,162,1.6,586.66
7169,Diesel,2396,Overweight,Male,Pescatarian,Often,Private,None,Frequently,Extra Large,0,Yes,21,26,428.0853333,441,162,0,1031.085333
7170,CNG,2163,Underweight,Female,Vegan,Never,Walk/Bicycle,Diesel,Rarely,Extra Large,3,Yes,5,19,292.005,105,63,1.2,461.205
7171,Electric,2218,Normal,Male,Omnivore,Often,Public,Electric,Never,Medium,9,Yes,22,8,266.16,462,225,3.6,956.76
7172,Electric,2278,Normal,Male,Pescatarian,Never,Walk/Bicycle,Electric,Very Frequently,Medium,5,No,16,4,273.36,336,162,2,773.36
7173,CNG,1196,Underweight,Female,Omnivore,No,Public,CNG,Very Frequently,Extra Large,6,No,19,4,161.46,399,225,2.4,787.86
7174,Electric,1231,Overweight,Female,Pescatarian,Often,Private,Electric,Rarely,Extra Large,1,No,9,7,147.72,189,162,0.4,499.12
7175,Petrol,1594,Overweight,Female,Vegan,No,Private,None,Never,Large,9,No,9,22,306.845,189,63,3.6,562.445
7176,CNG,1151,Obese,Female,Pescatarian,No,Private,Diesel,Frequently,Small,5,No,8,28,155.385,168,162,2,487.385
7177,Diesel,1594,Overweight,Male,Pescatarian,Often,Walk/Bicycle,None,Very Frequently,Medium,2,No,17,23,284.7946667,357,162,0.8,804.5946667
7178,CNG,545,Underweight,Male,Omnivore,Never,Public,Petrol,Never,Extra Large,6,No,12,13,73.575,252,225,2.4,552.975
7179,Petrol,1570,Overweight,Female,Omnivore,No,Private,Petrol,Very Frequently,Medium,8,No,7,3,302.225,147,225,3.2,677.425
7180,Petrol,1945,Overweight,Female,Omnivore,Often,Walk/Bicycle,Electric,Never,Extra Large,3,Yes,10,11,374.4125,210,225,1.2,810.6125
7181,Petrol,2696,Obese,Male,Vegetarian,No,Walk/Bicycle,Diesel,Never,Medium,7,Yes,6,25,518.98,126,108,2.8,755.78
7182,Petrol,955,Overweight,Female,Omnivore,No,Public,CNG,Never,Medium,9,No,6,1,183.8375,126,225,3.6,538.4375
7183,Petrol,2162,Obese,Male,Pescatarian,Often,Private,None,Rarely,Large,5,No,2,5,416.185,42,162,2,622.185
7184,Diesel,1465,Obese,Female,Vegetarian,No,Walk/Bicycle,CNG,Very Frequently,Large,2,No,15,13,261.7466667,315,108,0.8,685.5466667
7185,Electric,2520,Overweight,Female,Omnivore,Never,Private,CNG,Frequently,Large,2,No,12,12,302.4,252,225,0.8,780.2
7186,Petrol,1368,Normal,Male,Vegan,Never,Public,CNG,Rarely,Large,2,Yes,17,22,263.34,357,63,0.8,684.14
7187,Petrol,2028,Underweight,Male,Omnivore,No,Private,CNG,Frequently,Large,3,No,17,21,390.39,357,225,1.2,973.59
7188,CNG,1500,Underweight,Female,Vegan,No,Private,None,Rarely,Extra Large,1,No,11,2,202.5,231,63,0.4,496.9
7189,Diesel,1273,Overweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Rarely,Small,4,Yes,12,18,227.4426667,252,108,1.6,589.0426667
7190,Diesel,2791,Underweight,Female,Vegan,Never,Walk/Bicycle,None,Rarely,Extra Large,7,No,2,4,498.6586667,42,63,2.8,606.4586667
7191,Electric,2929,Underweight,Male,Vegetarian,No,Public,Petrol,Never,Small,6,No,2,22,351.48,42,108,2.4,503.88
7192,Diesel,1626,Obese,Female,Vegan,Never,Public,Petrol,Very Frequently,Large,8,No,1,17,290.512,21,63,3.2,377.712
7193,CNG,1560,Normal,Female,Omnivore,No,Public,None,Never,Medium,2,No,6,11,210.6,126,225,0.8,562.4
7194,CNG,2177,Underweight,Female,Vegetarian,Often,Walk/Bicycle,None,Never,Medium,3,No,1,10,293.895,21,108,1.2,424.095
7195,Electric,2043,Normal,Male,Pescatarian,Often,Public,None,Never,Small,7,No,5,3,245.16,105,162,2.8,514.96
7196,CNG,896,Underweight,Male,Pescatarian,Never,Public,Petrol,Rarely,Small,9,No,12,28,120.96,252,162,3.6,538.56
7197,Petrol,2843,Normal,Male,Pescatarian,Never,Walk/Bicycle,None,Rarely,Extra Large,2,Yes,10,11,547.2775,210,162,0.8,920.0775
7198,Petrol,606,Normal,Male,Omnivore,No,Public,Diesel,Frequently,Small,0,Yes,4,23,116.655,84,225,0,425.655
7199,CNG,1453,Underweight,Female,Pescatarian,No,Walk/Bicycle,Electric,Very Frequently,Extra Large,1,No,6,18,196.155,126,162,0.4,484.555
7200,Electric,2348,Obese,Male,Vegetarian,No,Public,Electric,Never,Large,9,No,10,6,281.76,210,108,3.6,603.36
7201,Diesel,1433,Normal,Male,Pescatarian,Never,Walk/Bicycle,Diesel,Never,Medium,9,No,6,29,256.0293333,126,162,3.6,547.6293333
